Date,Period,AMZN,NFLX,,,,,,,,,,,Exponential Smoothening,Alpha 1,Ft1A,Ft1N,MAPE A 1,Avg MAPE A 1,MAPE N 1, Avg MAPE N 1,Alpha 2,Ft2A,Ft2N,MAPE A 2,Avg MAPE A 2,MAPE N 2, Avg MAPE N 2,Alpha 3,Ft3A,Ft3N,MAPE A 3,Avg MAPE A 3,MAPE N 3, Avg MAPE N 3,Alpha 4,Ft4A,Ft4N,MAPE A 4,Avg MAPE A 4,MAPE N 4, Avg MAPE N 4,,Adjusted Exponential Smoothening,,Beta 1,T1A,AftA,MAPE A,Avg MAPE A,T1N,AftN,MAPE N,Avg MAPE N,Beta 2,T2A,AftA,MAPE A,Avg MAPE A,T2N,AftN,MAPE N,Avg MAPE N,Beta 3,T3A,AftA,MAPE A,Avg MAPE A,T3N,AftN,MAPE N,Avg MAPE N,Beta 4,T4A,AftA,MAPE A,Avg MAPE A,T4N,AftN,MAPE N,Avg MAPE N
12/21/2020,246,160.3090057,528.9099731,,,,,,,,,,,,,159.792,524.909,0.003,,0.008,,,160.343,529.548,0.000,,0.001,,,160.536,532.077,0.001,,0.006,,,160.465,533.470,0.001,,0.009,,,,,,0.446,160.982,0.004,,4.301,536.378,0.014,,,0.347,160.882,0.004,,4.552,536.629,0.015,,,0.095,160.631,0.002,,4.440,536.517,0.014,,,-0.211,160.324,0.000,,4.179,536.256,0.014,
12/22/2020,247,160.326004,527.3300171,,,,,,,,,,,,,159.947,526.109,0.002,,0.002,,,160.328,529.261,0.000,,0.004,,,160.400,530.177,0.000,,0.005,,,160.348,530.050,0.000,,0.005,,,,,,0.272,160.671,0.002,,2.441,532.618,0.010,,,0.129,160.529,0.001,,1.648,531.825,0.009,,,-0.043,160.356,0.000,,0.636,530.813,0.007,,,-0.155,160.245,0.001,,-0.380,529.796,0.005,
12/23/2020,248,159.263504,514.4799805,,,,,,,,,,,,,160.061,526.475,0.005,,0.023,,,160.327,528.392,0.007,,0.027,,,160.355,528.469,0.007,,0.027,,,160.332,528.010,0.007,,0.026,,,,,,0.177,160.532,0.008,,1.196,529.665,0.030,,,0.051,160.407,0.007,,0.138,528.607,0.027,,,-0.044,160.312,0.007,,-0.770,527.698,0.026,,,-0.072,160.284,0.006,,-1.376,527.093,0.025,
12/24/2020,249,158.6345062,513.9699707,,,,,,,,,,,,,159.821,522.877,0.007,,0.017,,,159.848,522.132,0.008,,0.016,,,159.700,520.075,0.007,,0.012,,,159.531,517.862,0.006,,0.008,,,,,,-0.073,159.628,0.006,,-1.681,518.395,0.009,,,-0.267,159.434,0.005,,-3.701,516.374,0.005,,,-0.411,159.290,0.004,,-5.344,514.731,0.001,,,-0.509,159.191,0.004,,-6.639,513.436,0.001,
12/28/2020,250,164.197998,519.1199951,,,,,,,,,,,,,159.465,520.205,0.029,,0.002,,,159.302,518.459,0.030,,0.001,,,159.061,516.412,0.031,,0.005,,,158.859,514.943,0.033,,0.008,,,,,,-0.243,158.818,0.033,,-2.275,514.137,0.010,,,-0.434,158.626,0.034,,-3.684,512.728,0.012,,,-0.548,158.513,0.035,,-4.336,512.077,0.014,,,-0.607,158.454,0.035,,-4.407,512.005,0.014,
12/29/2020,251,166.1000061,530.8699951,,,,,,,,,,,,,160.885,519.879,0.031,,0.021,,,161.505,518.756,0.028,,0.023,,,162.143,518.037,0.024,,0.024,,,162.863,518.076,0.019,,0.024,,,,,,0.755,162.898,0.019,,-1.105,516.931,0.026,,,1.148,163.291,0.017,,-1.295,516.742,0.027,,,1.630,163.773,0.014,,-0.759,517.277,0.026,,,2.160,164.303,0.011,,0.117,518.154,0.024,
12/30/2020,252,164.2924957,524.5900269,,,,,,,,,,,,,162.450,523.176,0.011,,0.003,,,163.573,524.208,0.004,,0.001,,,164.517,525.737,0.001,,0.002,,,165.291,527.671,0.006,,0.006,,,,,,1.241,165.758,0.009,,1.536,527.273,0.005,,,1.700,166.217,0.012,,2.753,528.489,0.007,,,2.077,166.594,0.014,,4.316,530.053,0.010,,,2.321,166.838,0.015,,5.804,531.541,0.013,
12/31/2020,253,,,,,,,,,,,,,,,163.002,523.601,,,,,,163.897,524.380,,,,,,164.382,525.049,,,,,,164.542,525.360,,,,,,,,,0.828,165.210,,,0.869,525.918,,,,0.874,165.257,,,1.204,526.253,,,,0.750,165.132,,,1.314,526.362,,,,0.479,164.861,,,0.935,525.984,,
1/4/2021,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2021,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2021,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2021,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2021,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2021,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2021,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2021,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2021,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
