Date,Period,AMZN,NFLX,,,,,,,,,,,Exponential Smoothening,Alpha 1,Ft1A,Ft1N,MAPE A 1,Avg MAPE A 1,MAPE N 1, Avg MAPE N 1,Alpha 2,Ft2A,Ft2N,MAPE A 2,Avg MAPE A 2,MAPE N 2, Avg MAPE N 2,Alpha 3,Ft3A,Ft3N,MAPE A 3,Avg MAPE A 3,MAPE N 3, Avg MAPE N 3,Alpha 4,Ft4A,Ft4N,MAPE A 4,Avg MAPE A 4,MAPE N 4, Avg MAPE N 4,,Adjusted Exponential Smoothening,,Beta 1,T1A,AftA,MAPE A,Avg MAPE A,T1N,AftN,MAPE N,Avg MAPE N,Beta 2,T2A,AftA,MAPE A,Avg MAPE A,T2N,AftN,MAPE N,Avg MAPE N,Beta 3,T3A,AftA,MAPE A,Avg MAPE A,T3N,AftN,MAPE N,Avg MAPE N,Beta 4,T4A,AftA,MAPE A,Avg MAPE A,T4N,AftN,MAPE N,Avg MAPE N
7/1/2020,126,143.9349976,485.6400146,,,,,,,,,,,,,135.934,453.064,0.056,,0.067,,,136.351,452.763,0.053,,0.068,,,136.644,452.605,0.051,,0.068,,,137.045,453.178,0.048,,0.067,,,,,,0.426,137.071,0.048,,-0.276,452.329,0.069,,,0.528,137.172,0.047,,-0.284,452.321,0.069,,,0.807,137.452,0.045,,0.526,453.132,0.067,,,1.200,137.845,0.042,,1.719,454.324,0.064,
7/2/2020,127,144.5149994,476.8900146,,,,,,,,,,,,,138.334,462.837,0.043,,0.029,,,139.764,467.558,0.033,,0.020,,,141.019,472.426,0.024,,0.009,,,142.212,477.524,0.016,,0.001,,,,,,1.611,142.629,0.013,,5.753,478.179,0.003,,,2.259,143.277,0.009,,8.763,481.189,0.009,,,2.947,143.966,0.004,,12.103,484.529,0.016,,,3.581,144.600,0.001,,15.295,487.721,0.023,
7/6/2020,128,152.852005,493.8099976,,,,,,,,,,,,,140.189,467.053,0.083,,0.054,,,141.902,471.757,0.072,,0.045,,,143.117,475.104,0.064,,0.038,,,143.939,477.049,0.058,,0.034,,,,,,1.757,144.873,0.052,,4.831,479.935,0.028,,,2.186,145.303,0.049,,6.025,481.130,0.026,,,2.438,145.554,0.048,,6.448,481.553,0.025,,,2.468,145.585,0.048,,5.833,480.937,0.026,
7/7/2020,129,150.0059967,493.1600037,,,,,,,,,,,,,143.988,475.080,0.040,,0.037,,,146.829,481.681,0.021,,0.023,,,148.958,486.328,0.007,,0.014,,,150.624,489.620,0.004,,0.007,,,,,,2.982,151.940,0.013,,6.749,493.076,0.000,,,3.831,152.789,0.019,,8.364,494.692,0.003,,,4.480,153.438,0.023,,9.313,495.641,0.005,,,4.998,153.956,0.026,,9.876,496.203,0.006,
7/8/2020,130,154.0554962,502.7799988,,,,,,,,,,,,,145.793,480.504,0.054,,0.044,,,148.259,486.847,0.038,,0.032,,,149.587,490.427,0.029,,0.025,,,150.160,492.275,0.025,,0.021,,,,,,2.276,151.863,0.014,,5.954,496.381,0.013,,,2.390,151.977,0.013,,6.445,496.872,0.012,,,2.169,151.756,0.015,,6.185,496.612,0.012,,,1.721,151.308,0.018,,5.543,495.971,0.014,
7/9/2020,131,159.1315002,507.7600098,,,,,,,,,,,,,148.272,487.187,0.068,,0.041,,,150.867,494.017,0.052,,0.027,,,152.268,497.839,0.043,,0.020,,,153.082,500.154,0.038,,0.015,,,,,,2.398,154.666,0.028,,6.391,504.230,0.007,,,2.521,154.789,0.027,,6.880,504.719,0.006,,,2.476,154.744,0.028,,6.921,504.760,0.006,,,2.441,154.709,0.028,,6.945,504.783,0.006,
7/10/2020,132,160,548.7299805,,,,,,,,,,,,,151.530,493.359,0.053,,0.101,,,154.586,500.201,0.034,,0.088,,,156.386,503.792,0.023,,0.082,,,157.619,505.858,0.015,,0.078,,,,,,2.914,159.300,0.004,,6.260,510.051,0.070,,,3.240,159.626,0.002,,6.463,510.254,0.070,,,3.461,159.848,0.001,,6.340,510.132,0.070,,,3.699,160.085,0.001,,6.201,509.992,0.071,
7/13/2020,133,155.1999969,525.5,,,,,,,,,,,,,154.071,509.970,0.007,,0.030,,,157.022,522.039,0.012,,0.007,,,158.554,530.755,0.022,,0.010,,,159.405,538.012,0.027,,0.024,,,,,,2.690,161.245,0.039,,12.471,543.225,0.034,,,2.758,161.312,0.039,,15.688,546.442,0.040,,,2.686,161.240,0.039,,18.714,549.468,0.046,,,2.551,161.105,0.038,,21.772,552.527,0.051,
7/14/2020,134,154.1999969,524.8800049,,,,,,,,,,,,,154.410,514.629,0.001,,0.020,,,156.202,523.597,0.013,,0.002,,,156.542,527.602,0.015,,0.005,,,156.251,528.628,0.013,,0.007,,,,,,1.279,157.821,0.023,,7.784,535.385,0.020,,,0.611,157.153,0.019,,7.210,534.811,0.019,,,-0.133,156.408,0.014,,5.594,533.196,0.016,,,-0.872,155.670,0.010,,3.079,530.680,0.011,
7/15/2020,135,150.4434967,523.2600098,,,,,,,,,,,,,154.347,517.704,0.026,,0.011,,,155.301,524.174,0.032,,0.002,,,155.137,525.969,0.031,,0.005,,,154.713,525.817,0.028,,0.005,,,,,,0.474,155.611,0.034,,4.959,530.927,0.015,,,-0.296,154.840,0.029,,3.230,529.199,0.011,,,-0.896,154.240,0.025,,1.258,527.226,0.008,,,-1.272,153.865,0.023,,-0.455,525.514,0.004,
7/16/2020,136,149.9949951,527.3900146,,,,,,,,,,,,,153.176,519.371,0.021,,0.015,,,153.115,523.763,0.021,,0.007,,,152.321,524.344,0.016,,0.006,,,151.511,523.899,0.010,,0.007,,,,,,-0.513,151.808,0.012,,2.983,527.327,0.000,,,-1.430,150.891,0.006,,1.045,525.389,0.004,,,-2.048,150.273,0.002,,-0.472,523.871,0.007,,,-2.430,149.891,0.001,,-1.333,523.011,0.008,
7/17/2020,137,148.0984955,492.9899902,,,,,,,,,,,,,152.222,521.777,0.028,,0.058,,,151.711,525.395,0.024,,0.066,,,150.925,526.171,0.019,,0.067,,,150.374,526.517,0.015,,0.068,,,,,,-0.778,150.148,0.014,,2.637,528.808,0.073,,,-1.415,149.511,0.010,,1.398,527.569,0.070,,,-1.657,149.269,0.008,,0.908,527.079,0.069,,,-1.654,149.271,0.008,,1.038,527.209,0.069,
7/20/2020,138,159.8419952,502.4100037,,,,,,,,,,,,,150.985,513.141,0.055,,0.021,,,150.085,510.813,0.061,,0.017,,,149.229,506.263,0.066,,0.008,,,148.667,501.372,0.070,,0.002,,,,,,-1.053,148.176,0.073,,-4.127,502.136,0.001,,,-1.541,147.688,0.076,,-8.190,498.072,0.009,,,-1.680,147.549,0.077,,-11.582,494.680,0.015,,,-1.686,147.544,0.077,,-14.672,491.590,0.022,
7/21/2020,139,156.914505,490.1000061,,,,,,,,,,,,,153.642,509.922,0.021,,0.040,,,154.476,507.032,0.016,,0.035,,,155.597,503.951,0.008,,0.028,,,157.048,502.150,0.001,,0.025,,,,,,1.173,156.770,0.001,,-3.582,500.369,0.021,,,2.018,157.615,0.004,,-5.545,498.406,0.017,,,3.148,158.745,0.012,,-6.020,497.931,0.016,,,4.354,159.951,0.019,,-5.402,498.549,0.017,
7/22/2020,140,154.9954987,489.8200073,,,,,,,,,,,,,154.624,503.975,0.002,,0.029,,,155.573,499.412,0.004,,0.020,,,156.387,495.640,0.009,,0.012,,,156.948,493.113,0.013,,0.007,,,,,,1.058,157.446,0.016,,-5.001,490.640,0.002,,,1.466,157.853,0.018,,-6.789,488.851,0.002,,,1.734,158.121,0.020,,-7.394,488.246,0.003,,,1.682,158.069,0.020,,-7.583,488.057,0.004,
7/23/2020,141,149.3274994,477.5799866,,,,,,,,,,,,,154.735,499.729,0.036,,0.046,,,155.313,495.096,0.040,,0.037,,,155.552,492.148,0.042,,0.031,,,155.484,490.643,0.041,,0.027,,,,,,0.490,156.043,0.045,,-4.548,487.600,0.021,,,0.430,155.982,0.045,,-5.306,486.842,0.019,,,0.192,155.745,0.043,,-5.053,487.095,0.020,,,-0.206,155.346,0.040,,-4.515,487.633,0.021,
7/24/2020,142,150.4454956,480.4500122,,,,,,,,,,,,,153.113,493.084,0.018,,0.026,,,152.620,487.214,0.014,,0.014,,,151.817,483.407,0.009,,0.006,,,150.867,480.846,0.003,,0.001,,,,,,-0.777,151.040,0.004,,-5.806,477.601,0.006,,,-1.444,150.373,0.000,,-6.852,476.556,0.008,,,-2.164,149.653,0.005,,-7.266,476.141,0.009,,,-2.853,148.965,0.010,,-7.684,475.723,0.010,
7/27/2020,143,152.760498,495.6499939,,,,,,,,,,,,,152.313,489.294,0.003,,0.013,,,151.641,484.170,0.007,,0.023,,,150.994,481.633,0.012,,0.028,,,150.551,480.549,0.014,,0.030,,,,,,-0.791,150.203,0.017,,-4.597,477.036,0.038,,,-1.165,149.830,0.019,,-4.567,477.066,0.037,,,-1.359,149.635,0.020,,-3.971,477.662,0.036,,,-1.331,149.664,0.020,,-3.252,478.381,0.035,
7/28/2020,144,150.0164948,488.5100098,,,,,,,,,,,,,152.447,491.201,0.016,,0.006,,,152.145,489.336,0.014,,0.002,,,152.054,490.043,0.014,,0.003,,,152.208,491.875,0.015,,0.007,,,,,,-0.236,151.818,0.012,,-0.694,489.349,0.002,,,-0.164,151.890,0.012,,1.273,491.316,0.006,,,0.092,152.146,0.014,,3.458,493.501,0.010,,,0.462,152.516,0.017,,5.495,495.538,0.014,
7/29/2020,145,151.6764984,484.480011,,,,,,,,,,,,,151.718,490.393,0.000,,0.012,,,151.187,488.964,0.003,,0.009,,,150.831,489.123,0.006,,0.010,,,150.564,489.351,0.007,,0.010,,,,,,-0.532,150.300,0.009,,-0.762,488.361,0.008,,,-0.640,150.191,0.010,,0.286,489.409,0.010,,,-0.697,150.135,0.010,,0.831,489.954,0.011,,,-0.801,150.030,0.011,,0.684,489.807,0.011,
7/30/2020,146,152.5939941,485.7999878,,,,,,,,,,,,,151.705,488.619,0.006,,0.006,,,151.407,486.946,0.008,,0.002,,,151.338,486.337,0.008,,0.001,,,151.398,485.698,0.008,,0.000,,,,,,-0.220,151.118,0.010,,-1.369,484.968,0.002,,,-0.124,151.215,0.009,,-1.096,485.241,0.001,,,0.026,151.364,0.008,,-1.339,484.998,0.002,,,0.180,151.518,0.007,,-1.919,484.419,0.003,
7/31/2020,147,158.2339935,488.8800049,,,,,,,,,,,,,151.972,487.774,0.040,,0.002,,,151.941,486.431,0.040,,0.005,,,152.092,486.015,0.039,,0.006,,,152.295,485.774,0.038,,0.006,,,,,,0.072,152.164,0.038,,-1.055,484.960,0.008,,,0.271,152.363,0.037,,-0.748,485.267,0.007,,,0.462,152.554,0.036,,-0.729,485.286,0.007,,,0.610,152.702,0.035,,-0.721,485.293,0.007,
8/3/2020,148,155.5944977,498.6199951,,,,,,,,,,,,,153.851,488.106,0.011,,0.021,,,154.773,487.533,0.005,,0.022,,,155.777,487.734,0.001,,0.022,,,156.749,488.104,0.007,,0.021,,,,,,1.156,156.933,0.009,,-0.223,487.511,0.022,,,1.807,157.584,0.013,,0.362,488.096,0.021,,,2.396,158.173,0.017,,0.740,488.474,0.020,,,2.916,158.694,0.020,,1.109,488.843,0.020,
8/4/2020,149,156.9414978,509.6400146,,,,,,,,,,,,,154.374,491.260,0.016,,0.036,,,155.143,492.522,0.011,,0.034,,,155.668,494.266,0.008,,0.030,,,155.883,495.991,0.007,,0.027,,,,,,0.776,156.444,0.003,,1.803,496.069,0.027,,,0.945,156.612,0.002,,3.138,497.404,0.024,,,0.893,156.560,0.002,,4.215,498.480,0.022,,,0.647,156.314,0.004,,5.176,499.442,0.020,
8/5/2020,150,160.2514954,502.1099854,,,,,,,,,,,,,155.144,496.774,0.032,,0.011,,,155.952,500.225,0.027,,0.004,,,156.432,503.490,0.024,,0.003,,,156.677,506.228,0.022,,0.008,,,,,,0.773,157.205,0.019,,4.030,507.520,0.011,,,0.864,157.295,0.018,,5.877,509.367,0.014,,,0.816,157.248,0.019,,7.221,510.711,0.017,,,0.735,157.167,0.019,,8.212,511.703,0.019,
8/6/2020,151,161.25,509.0799866,,,,,,,,,,,,,156.676,498.375,0.028,,0.021,,,157.887,501.073,0.021,,0.016,,,158.724,502.662,0.016,,0.013,,,159.358,503.139,0.012,,0.012,,,,,,1.228,159.952,0.008,,2.572,505.235,0.008,,,1.506,160.230,0.006,,2.860,505.522,0.007,,,1.701,160.425,0.005,,2.391,505.053,0.008,,,1.903,160.626,0.004,,1.432,504.094,0.010,
8/7/2020,152,158.3730011,494.730011,,,,,,,,,,,,,158.048,501.586,0.002,,0.014,,,159.400,504.676,0.006,,0.020,,,160.239,506.513,0.012,,0.024,,,160.777,507.595,0.015,,0.026,,,,,,1.315,161.554,0.020,,2.956,509.469,0.030,,,1.511,161.750,0.021,,3.306,509.819,0.030,,,1.590,161.829,0.022,,3.267,509.780,0.030,,,1.612,161.852,0.022,,3.246,509.759,0.030,
8/10/2020,153,157.4080048,483.3800049,,,,,,,,,,,,,158.146,499.529,0.005,,0.033,,,158.938,500.200,0.010,,0.035,,,159.120,499.443,0.011,,0.033,,,158.974,497.946,0.010,,0.030,,,,,,0.584,159.704,0.015,,-0.052,499.391,0.033,,,0.327,159.446,0.013,,-1.363,498.080,0.030,,,-0.036,159.084,0.011,,-2.935,496.508,0.027,,,-0.437,158.683,0.008,,-4.491,494.952,0.024,
8/11/2020,154,154.033493,466.9299927,,,,,,,,,,,,,157.924,494.685,0.025,,0.059,,,158.250,492.631,0.027,,0.055,,,158.093,489.805,0.026,,0.049,,,157.800,487.022,0.024,,0.043,,,,,,0.101,158.194,0.027,,-2.928,486.878,0.043,,,-0.282,157.810,0.025,,-5.087,484.718,0.038,,,-0.631,157.462,0.022,,-6.957,482.849,0.034,,,-0.879,157.213,0.021,,-8.351,481.454,0.031,
8/12/2020,155,158.1119995,475.4700012,,,,,,,,,,,,,156.757,486.358,0.009,,0.023,,,156.352,481.066,0.011,,0.012,,,155.657,476.080,0.016,,0.001,,,154.975,471.953,0.020,,0.007,,,,,,-0.660,154.997,0.020,,-6.167,469.913,0.012,,,-1.251,154.406,0.023,,-8.974,467.106,0.018,,,-1.714,153.944,0.026,,-11.018,465.062,0.022,,,-2.046,153.611,0.028,,-12.382,463.698,0.025,
8/13/2020,156,158.0509949,481.3299866,,,,,,,,,,,,,157.164,483.092,0.006,,0.004,,,157.144,478.548,0.006,,0.006,,,157.130,475.714,0.006,,0.012,,,157.328,474.591,0.005,,0.014,,,,,,-0.020,157.110,0.006,,-4.427,471.287,0.021,,,-0.025,157.105,0.006,,-5.100,470.614,0.022,,,0.198,157.328,0.005,,-4.627,471.087,0.021,,,0.593,157.723,0.002,,-3.370,472.344,0.019,
8/14/2020,157,157.401001,482.6799927,,,,,,,,,,,,,157.430,482.563,0.000,,0.000,,,157.552,479.800,0.001,,0.006,,,157.683,479.084,0.002,,0.007,,,157.870,479.645,0.003,,0.006,,,,,,0.152,157.834,0.003,,-2.088,476.996,0.012,,,0.235,157.917,0.003,,-1.289,477.795,0.010,,,0.411,158.093,0.004,,0.171,479.255,0.007,,,0.563,158.245,0.005,,1.685,480.768,0.004,
8/17/2020,158,159.1204987,482.3500061,,,,,,,,,,,,,157.421,482.598,0.011,,0.001,,,157.484,481.096,0.010,,0.003,,,157.514,481.241,0.010,,0.002,,,157.518,481.921,0.010,,0.001,,,,,,0.055,157.569,0.010,,-0.814,480.427,0.004,,,0.053,157.567,0.010,,0.262,481.504,0.002,,,0.063,157.577,0.010,,1.363,482.605,0.001,,,0.014,157.528,0.010,,2.040,483.281,0.002,
8/18/2020,159,165.6244965,491.8699951,,,,,,,,,,,,,157.931,482.524,0.046,,0.019,,,158.221,481.660,0.045,,0.021,,,158.478,481.907,0.043,,0.020,,,158.720,482.243,0.042,,0.020,,,,,,0.328,158.806,0.041,,-0.370,481.536,0.021,,,0.463,158.941,0.040,,0.443,482.350,0.019,,,0.604,159.081,0.040,,0.944,482.851,0.018,,,0.727,159.204,0.039,,1.009,482.915,0.018,
8/19/2020,160,163.0240021,484.5299988,,,,,,,,,,,,,160.239,485.328,0.017,,0.002,,,161.552,486.255,0.009,,0.004,,,162.766,487.885,0.002,,0.007,,,163.898,489.463,0.005,,0.010,,,,,,1.516,164.282,0.008,,1.534,489.419,0.010,,,2.184,164.950,0.012,,2.934,490.819,0.013,,,2.814,165.580,0.016,,3.965,491.849,0.015,,,3.398,166.163,0.019,,4.736,492.620,0.017,
8/20/2020,161,164.8684998,497.8999939,,,,,,,,,,,,,161.075,485.088,0.023,,0.026,,,162.215,485.479,0.016,,0.025,,,162.921,485.872,0.012,,0.024,,,163.243,485.763,0.010,,0.024,,,,,,1.108,164.028,0.005,,0.470,486.342,0.023,,,1.271,164.192,0.004,,0.708,486.580,0.023,,,1.219,164.139,0.004,,0.378,486.250,0.023,,,0.966,163.886,0.006,,-0.326,485.546,0.025,
8/21/2020,162,164.2359924,492.3099976,,,,,,,,,,,,,162.213,488.932,0.012,,0.007,,,163.409,491.068,0.005,,0.003,,,164.089,493.089,0.001,,0.002,,,164.462,494.866,0.001,,0.005,,,,,,1.126,165.215,0.006,,2.494,495.583,0.007,,,1.225,165.314,0.007,,3.637,496.726,0.009,,,1.189,165.278,0.006,,4.481,497.570,0.011,,,1.118,165.207,0.006,,5.331,498.420,0.012,
8/24/2020,163,165.3730011,488.8099976,,,,,,,,,,,,,162.820,489.945,0.015,,0.002,,,163.781,491.627,0.010,,0.006,,,164.177,492.621,0.007,,0.008,,,164.292,492.949,0.007,,0.008,,,,,,0.815,164.992,0.002,,1.606,494.227,0.011,,,0.713,164.891,0.003,,1.790,494.412,0.011,,,0.528,164.706,0.004,,1.512,494.134,0.011,,,0.345,164.523,0.005,,0.982,493.604,0.010,
8/25/2020,164,167.3244934,490.5799866,,,,,,,,,,,,,163.586,489.605,0.022,,0.002,,,164.497,490.359,0.017,,0.000,,,164.895,490.335,0.015,,0.001,,,165.103,489.845,0.013,,0.001,,,,,,0.785,165.680,0.010,,0.438,490.773,0.000,,,0.715,165.610,0.010,,-0.045,490.290,0.001,,,0.642,165.536,0.011,,-0.767,489.567,0.002,,,0.624,165.519,0.011,,-1.470,488.865,0.003,
8/26/2020,165,172.0924988,547.5300293,,,,,,,,,,,,,164.707,489.897,0.043,,0.105,,,165.770,490.459,0.037,,0.104,,,166.353,490.482,0.033,,0.104,,,166.769,490.396,0.031,,0.104,,,,,,0.987,167.340,0.028,,0.351,490.833,0.104,,,1.049,167.402,0.027,,0.042,490.524,0.104,,,1.131,167.484,0.027,,-0.219,490.263,0.105,,,1.249,167.602,0.026,,-0.257,490.225,0.105,
8/27/2020,166,170,526.2700195,,,,,,,,,,,,,166.923,507.187,0.018,,0.036,,,168.615,516.141,0.008,,0.019,,,169.797,524.711,0.001,,0.003,,,170.762,533.247,0.004,,0.013,,,,,,1.724,171.521,0.009,,10.514,535.225,0.017,,,2.127,171.923,0.011,,15.426,540.137,0.026,,,2.519,172.315,0.014,,20.450,545.161,0.036,,,2.895,172.692,0.016,,25.607,550.318,0.046,
8/28/2020,167,170.0899963,523.8900146,,,,,,,,,,,,,167.846,512.912,0.013,,0.021,,,169.238,520.699,0.005,,0.006,,,169.919,525.646,0.001,,0.003,,,170.190,528.014,0.001,,0.008,,,,,,1.244,171.162,0.006,,7.641,533.287,0.018,,,1.225,171.143,0.006,,8.905,534.552,0.020,,,1.081,170.999,0.005,,8.741,534.388,0.020,,,0.815,170.734,0.004,,7.104,532.750,0.017,
8/31/2020,168,172.5480042,529.5599976,,,,,,,,,,,,,168.519,516.205,0.023,,0.025,,,169.622,522.135,0.017,,0.014,,,170.021,524.593,0.015,,0.009,,,170.115,524.921,0.014,,0.009,,,,,,0.901,170.923,0.009,,5.032,529.625,0.000,,,0.720,170.741,0.010,,4.424,529.016,0.001,,,0.494,170.515,0.012,,2.864,527.457,0.004,,,0.281,170.302,0.013,,0.986,525.578,0.008,
9/1/2020,169,174.9559937,556.5499878,,,,,,,,,,,,,169.728,520.212,0.030,,0.065,,,170.938,525.476,0.023,,0.056,,,171.537,527.573,0.020,,0.052,,,171.940,528.400,0.017,,0.051,,,,,,1.086,172.623,0.013,,4.417,531.990,0.044,,,1.078,172.615,0.013,,3.774,531.347,0.045,,,1.107,172.645,0.013,,2.934,530.507,0.047,,,1.207,172.745,0.013,,2.482,530.055,0.048,
9/2/2020,170,176.5724945,552.8400269,,,,,,,,,,,,,171.296,531.113,0.030,,0.039,,,172.746,539.459,0.022,,0.024,,,173.589,544.959,0.017,,0.014,,,174.202,549.513,0.013,,0.006,,,,,,1.375,174.964,0.009,,8.308,553.267,0.001,,,1.516,175.105,0.008,,9.900,554.859,0.004,,,1.674,175.262,0.007,,11.605,556.565,0.007,,,1.840,175.429,0.006,,13.660,558.619,0.010,
9/3/2020,171,168.3999939,525.75,,,,,,,,,,,,,172.879,537.631,0.027,,0.023,,,174.468,545.481,0.036,,0.038,,,175.379,549.688,0.041,,0.046,,,175.980,552.008,0.045,,0.050,,,,,,1.500,176.879,0.050,,7.234,556.922,0.059,,,1.639,177.018,0.051,,7.573,557.260,0.060,,,1.744,177.123,0.052,,7.479,557.167,0.060,,,1.803,177.182,0.052,,6.961,556.649,0.059,
9/4/2020,172,164.7310028,516.0499878,,,,,,,,,,,,,171.535,534.067,0.041,,0.035,,,171.737,536.602,0.043,,0.040,,,171.192,535.325,0.039,,0.037,,,170.295,532.315,0.034,,0.032,,,,,,-0.206,170.985,0.038,,0.755,536.080,0.039,,,-0.983,170.209,0.033,,-2.298,533.027,0.033,,,-1.815,169.377,0.028,,-5.626,529.699,0.026,,,-2.690,168.502,0.023,,-9.032,526.293,0.020,
9/8/2020,173,157.4920044,507.019989,,,,,,,,,,,,,169.494,528.662,0.076,,0.043,,,168.585,527.354,0.070,,0.040,,,167.315,523.760,0.062,,0.033,,,166.122,520.116,0.055,,0.026,,,,,,-1.307,166.008,0.054,,-2.941,520.819,0.027,,,-2.285,165.030,0.048,,-6.468,517.292,0.020,,,-3.052,164.263,0.043,,-9.189,514.571,0.015,,,-3.580,163.736,0.040,,-10.932,512.828,0.011,
9/9/2020,174,163.4304962,500.1900024,,,,,,,,,,,,,165.893,522.169,0.015,,0.044,,,163.593,518.203,0.001,,0.036,,,161.421,513.716,0.012,,0.027,,,159.650,510.294,0.023,,0.020,,,,,,-2.683,158.738,0.029,,-5.072,508.644,0.017,,,-3.909,157.512,0.036,,-8.077,505.639,0.011,,,-4.757,156.664,0.041,,-9.702,504.014,0.008,,,-5.315,156.106,0.045,,-10.266,503.450,0.007,
9/10/2020,175,158.7554932,480.6700134,,,,,,,,,,,,,165.155,515.575,0.040,,0.073,,,163.520,510.097,0.030,,0.061,,,162.627,505.600,0.024,,0.052,,,162.485,502.716,0.023,,0.046,,,,,,-1.517,161.110,0.015,,-5.985,499.615,0.039,,,-1.607,161.019,0.014,,-8.095,497.506,0.035,,,-1.180,161.447,0.017,,-8.750,496.850,0.034,,,-0.425,162.202,0.022,,-8.653,496.947,0.034,
9/11/2020,176,155.8110046,482.0299988,,,,,,,,,,,,,163.235,505.104,0.048,,0.048,,,161.376,496.855,0.036,,0.031,,,160.304,490.642,0.029,,0.018,,,159.688,486.182,0.025,,0.009,,,,,,-1.758,158.546,0.018,,-8.677,481.965,0.000,,,-1.929,158.375,0.016,,-11.183,479.459,0.005,,,-1.865,158.439,0.017,,-12.475,478.167,0.008,,,-1.848,158.456,0.017,,-13.382,477.260,0.010,
9/14/2020,177,155.1484985,476.2600098,,,,,,,,,,,,,161.008,498.182,0.038,,0.046,,,158.872,490.184,0.024,,0.029,,,157.608,485.475,0.016,,0.019,,,156.780,483.068,0.011,,0.014,,,,,,-2.040,155.569,0.003,,-7.624,477.851,0.003,,,-2.274,155.334,0.001,,-8.476,476.999,0.002,,,-2.364,155.245,0.001,,-8.090,477.384,0.002,,,-2.484,155.124,0.000,,-7.221,478.254,0.004,
9/15/2020,178,157.8065033,495.9899902,,,,,,,,,,,,,159.250,491.605,0.009,,0.009,,,157.196,483.918,0.004,,0.024,,,156.132,479.946,0.011,,0.032,,,155.556,477.962,0.014,,0.036,,,,,,-1.871,154.262,0.022,,-6.996,472.950,0.046,,,-1.915,154.217,0.023,,-7.150,472.796,0.047,,,-1.831,154.301,0.022,,-6.554,473.392,0.046,,,-1.728,154.405,0.022,,-5.952,473.994,0.044,
9/16/2020,179,153.9049988,483.8599854,,,,,,,,,,,,,158.817,492.921,0.032,,0.019,,,157.471,489.350,0.023,,0.011,,,157.137,489.572,0.021,,0.012,,,157.244,491.483,0.022,,0.016,,,,,,-1.008,156.129,0.014,,-2.009,487.563,0.008,,,-0.601,156.536,0.017,,0.399,489.972,0.013,,,-0.130,157.007,0.020,,3.154,492.727,0.018,,,0.321,157.458,0.023,,5.732,495.304,0.024,
9/17/2020,180,150.4364929,470.2000122,,,,,,,,,,,,,157.343,490.202,0.046,,0.043,,,155.866,486.880,0.036,,0.035,,,155.198,486.145,0.032,,0.034,,,154.740,485.766,0.029,,0.033,,,,,,-1.287,153.910,0.023,,-2.434,483.710,0.029,,,-1.203,153.994,0.024,,-1.323,484.822,0.031,,,-1.215,153.982,0.024,,-0.795,485.350,0.032,,,-1.374,153.824,0.023,,-1.138,485.007,0.031,
9/18/2020,181,147.7454987,469.9599915,,,,,,,,,,,,,155.271,484.202,0.051,,0.030,,,153.423,479.374,0.038,,0.020,,,152.341,476.578,0.031,,0.014,,,151.512,474.091,0.025,,0.009,,,,,,-1.758,150.583,0.019,,-4.574,472.004,0.004,,,-1.947,150.394,0.018,,-5.033,471.545,0.003,,,-2.200,150.141,0.016,,-6.058,470.520,0.001,,,-2.486,149.855,0.014,,-7.460,469.118,0.002,
9/21/2020,182,148.0234985,487.3500061,,,,,,,,,,,,,153.014,479.929,0.034,,0.015,,,150.868,475.138,0.019,,0.025,,,149.584,472.607,0.011,,0.030,,,148.687,470.993,0.004,,0.034,,,,,,-2.058,147.526,0.003,,-4.393,468.214,0.039,,,-2.312,147.272,0.005,,-4.555,468.052,0.040,,,-2.534,147.049,0.007,,-4.806,467.801,0.040,,,-2.689,146.894,0.008,,-4.843,467.764,0.040,
9/22/2020,183,156.4494934,491.1700134,,,,,,,,,,,,,151.517,482.155,0.032,,0.018,,,149.588,480.633,0.044,,0.021,,,148.648,481.453,0.050,,0.020,,,148.189,483.261,0.053,,0.016,,,,,,-1.721,146.926,0.061,,-0.422,481.031,0.021,,,-1.693,146.955,0.061,,1.475,482.928,0.017,,,-1.575,147.072,0.060,,3.385,484.838,0.013,,,-1.374,147.273,0.059,,5.424,486.876,0.009,
9/23/2020,184,149.9929962,470.6099854,,,,,,,,,,,,,152.996,484.860,0.020,,0.030,,,152.676,485.375,0.018,,0.031,,,153.329,487.283,0.022,,0.035,,,154.384,489.193,0.029,,0.039,,,,,,0.199,153.528,0.024,,1.454,488.737,0.039,,,1.176,154.504,0.030,,3.435,490.718,0.043,,,2.179,155.507,0.037,,4.852,492.135,0.046,,,3.167,156.496,0.043,,5.729,493.012,0.048,
9/24/2020,185,150.989502,473.0799866,,,,,,,,,,,,,152.095,480.585,0.007,,0.016,,,151.468,478.731,0.003,,0.012,,,151.327,477.279,0.002,,0.009,,,151.091,475.256,0.001,,0.005,,,,,,-0.461,150.866,0.001,,-1.983,475.296,0.005,,,-0.254,151.073,0.001,,-2.612,474.667,0.003,,,-0.329,150.998,0.000,,-4.061,473.218,0.000,,,-0.709,150.618,0.002,,-6.071,471.208,0.004,
